Company,Symbol,Movement,Cluster
XRAY,Dentsply Sirona,-12.679948806762695,1
DVN,Devon Energy,-6.839988708496094,0
DXCM,DexCom,-5.059974670410156,1
FANG,Diamondback Energy,-4.409999847412109,3
DLR,Digital Realty Trust,-6.649982452392578,3
DFS,Discover Financial Services,-13.350027084350586,3
DISCA,Discovery (Series A),31.469863891601562,2
DISCK,Discovery (Series C),-9.3800048828125,3
DISH,Dish Network,-1.1001510620117188,0
DG,Dollar General,128.49954223632812,2
DLTR,Dollar Tree,-0.18001556396484375,3
D,Dominion Energy,-15.794975280761719,1
DPZ,Domino's Pizza,-5.122413635253906,3
DOV,Dover Corporation,8.710006713867188,0
DOW,Dow,14.300092697143555,0
DD,DuPont,-18.059955596923828,1
DUK,Duke Energy,-10.410059928894043,1
DRE,Duke Realty Corp,-6.58001708984375,1
EOG,EOG Resources,20.829967498779297,3
EMN,Eastman Chemical,33.49002265930176,2
ETN,Eaton Corporation,-73.42008972167969,3
ECL,Ecolab,-6.8199920654296875,0
EIX,Edison International,4.753299713134766,2
EW,Edwards Lifesciences,14.150001525878906,4
EA,Electronic Arts,-6.040092468261719,1
LLY,Eli Lilly & Co,15.760162353515625,4
EMR,Emerson Electric Company,-22.52997589111328,0
ENPH,Enphase Energy,2.799905776977539,1
ETR,Entergy,63.929840087890625,2
EFX,Equifax,-34.968902587890625,2
EQIX,Equinix,-9.659950256347656,3
EQR,Equity Residential,-39.34027099609375,3
ESS,Essex Property Trust,44.51982116699219,2
EL,Estée Lauder Companies,94.69395446777344,4
ETSY,Etsy,-3.150012969970703,0
RE,Everest Re,-0.8499794006347656,0
EVRG,Evergy,4.5404815673828125,3
ES,Eversource Energy,9.890071868896484,0
EXC,Exelon,-41.74006271362305,1
EXPE,Expedia Group,16.259967803955078,2
EXPD,Expeditors,36.27997589111328,0
EXR,Extra Space Storage,-28.039962768554688,1
XOM,ExxonMobil,13.509986877441406,4
FFIV,F5 Networks,70.52009582519531,4
FMC,FMC Corporation,17.17999839782715,2
FB,Facebook,-52.20006561279297,1
FAST,Fastenal,-71.78034210205078,1
FDX,FedEx,-25.450035095214844,2
FRT,Federal Realty Investment Trust,-1.019972801208496,1
FIS,Fidelity National Information Services,-2.8900604248046875,0
FITB,Fifth Third Bancorp,48.669898986816406,3
FRC,First Republic Bank,-35.43009948730469,2
FE,FirstEnergy,-77.45993041992188,3
FISV,Fiserv,-25.75006866455078,3
FLT,Fleetcor,-5.87001371383667,1
F,Ford,123.8497543334961,4
FTNT,Fortinet,-15.766559600830078,3
FTV,Fortive,-7.650089263916016,3
FBHS,Fortune Brands Home & Security,-5.046026229858398,3
FOXA,Fox Corporation (Class A),-1.405975341796875,3
FOX,Fox Corporation (Class B),-9.750035285949707,3
BEN,Franklin Resources,9.080008029937744,1
FCX,Freeport-McMoRan,-8.039987087249756,1
GPS,Gap,-8.58011245727539,2
GRMN,Garmin,67.30999755859375,3
IT,Gartner,112.46984100341797,4
GNRC,Generac Holdings,-17.159889221191406,3
GD,General Dynamics,-36.48996353149414,1
GE,General Electric,13.750038146972656,0
GIS,General Mills,-22.670005798339844,1
GM,General Motors,0.6000099182128906,3
GPC,Genuine Parts,-23.239917755126953,0
GILD,Gilead Sciences,-17.249984741210938,3
GPN,Global Payments,-92.6500244140625,3
GL,Globe Life,70.24014282226562,1
GS,Goldman Sachs,-2.5302276611328125,3
HCA,HCA Healthcare,-4.440003871917725,1
HPQ,HP,-8.029984474182129,1
HAL,Halliburton,7.240070343017578,1
HBI,Hanesbrands,-52.08992385864258,3
HAS,Hasbro,37.269744873046875,1
PEAK,Healthpeak Properties,-1.7199554443359375,3
HSIC,Henry Schein,-6.469982147216797,3
HES,Hess Corporation,-6.7299041748046875,0
HPE,Hewlett Packard Enterprise,-9.819986343383789,1
HLT,Hilton Worldwide,-0.3600020408630371,1
HOLX,Hologic,4.380012512207031,1
HD,Home Depot,-24.88013458251953,4
HON,Honeywell,110.52951049804688,2
HRL,Hormel,13.849876403808594,3
HST,Host Hotels & Resorts,7.819957733154297,0
HWM,Howmet Aerospace,-6.560006141662598,1
HUM,Humana,-2.700023651123047,1
HBAN,Huntington Bancshares,6.759984970092773,1
HII,Huntington Ingalls Industries,83.98983764648438,2
IBM,IBM,-3.4799985885620117,1
IEX,IDEX Corporation,-63.58970642089844,3
INFO,IHS Markit,13.529914855957031,3
IPGP,IPG Photonics,190.94992065429688,4
IQV,IQVIA,31.095016479492188,2
IDXX,Idexx Laboratories,6.4201812744140625,3
ITW,Illinois Tool Works,95.84034729003906,4
ILMN,Illumina,-12.309951782226562,2
INCY,Incyte,11.635021209716797,1
IR,Ingersoll Rand,5.859951019287109,4
INTC,Intel,-11.840034484863281,2
ICE,Intercontinental Exchange,-11.230010986328125,3
IFF,International Flavors & Fragrances,9.208887100219727,3
IP,International Paper,0.8500547409057617,1
IPG,Interpublic Group,-7.870155334472656,3
INTU,Intuit,131.39930725097656,4
ISRG,Intuitive Surgical,49.289794921875,2
IVZ,Invesco,1.8299980163574219,1
IRM,Iron Mountain,26.230194091796875,4
JBHT,J. B. Hunt,-21.84002685546875,2
SJM,JM Smucker,2.4700145721435547,3
JPM,JPMorgan Chase,-32.709716796875,2
JKHY,Jack Henry & Associates,5.350055694580078,3
J,Jacobs Engineering Group,26.6300048828125,3
JNJ,Johnson & Johnson,12.879875183105469,0
JCI,Johnson Controls,1.3800506591796875,0
JNPR,Juniper Networks,13.829998016357422,3
KLAC,KLA Corporation,5.369842529296875,1
KSU,Kansas City Southern,2.3699951171875,2
K,Kellogg's,61.46002197265625,3
KEY,KeyCorp,1.0399208068847656,0
KEYS,Keysight Technologies,-0.3699970245361328,1
KMB,Kimberly-Clark,15.883834838867188,4
KIM,Kimco Realty,23.260360717773438,0
KMI,Kinder Morgan,-4.8999834060668945,1
KHC,Kraft Heinz,-7.429999351501465,1
KR,Kroger,30.339935302734375,4
LHX,L3Harris Technologies,9.171976089477539,0
LKQ,LKQ Corporation,15.229982376098633,2
LH,LabCorp,-0.6101226806640625,0
LRCX,Lam Research,-40.81019592285156,2
LW,Lamb Weston,1.400177001953125,4
LVS,Las Vegas Sands,-18.519962310791016,3
LEG,Leggett & Platt,-35.830047607421875,1
LDOS,Leidos,-16.140056610107422,1
LEN,Lennar,3.3299407958984375,3
LNC,Lincoln National,-1.7299823760986328,3
LIN,Linde,71.81004333496094,2
LYV,Live Nation Entertainment,-15.320011138916016,1
LMT,Lockheed Martin,-11.680023193359375,2
L,Loews Corporation,-5.399938583374023,1
LOW,Lowe's,-5.24997615814209,1
LUMN,Lumen Technologies,-91.929443359375,0
LYB,LyondellBasell,-0.7700080871582031,3
MTB,M&T Bank,27.34026336669922,2
MGM,MGM Resorts International,2.6400146484375,3
MSCI,MSCI,-21.819976806640625,1
MRO,Marathon Oil,-61.520103454589844,1
MPC,Marathon Petroleum,-4.56999397277832,1
MKTX,MarketAxess,-18.63001251220703,1
MAR,Marriott International,-135.97015380859375,2
MMC,Marsh & McLennan,-11.809955596923828,1
MLM,Martin Marietta Materials,39.120086669921875,2
MAS,Masco,-17.15997314453125,1
MA,Mastercard,4.1700592041015625,2
MTCH,Match Group,-121.21943664550781,2
MKC,McCormick & Company,29.97110366821289,4
MCD,McDonald's,-1.445037841796875,0
MCK,McKesson Corporation,4.0302276611328125,2
MDT,Medtronic,2.4998245239257812,3
MRK,Merck & Co.,-50.159912109375,3
MET,MetLife,-32.92765808105469,2
MTD,Mettler Toledo,-1.5300006866455078,1
MCHP,Microchip Technology,292.7197265625,2
MU,Micron Technology,-2.6300454139709473,1
MSFT,Microsoft,-19.489967346191406,4
MAA,Mid-America Apartments,-33.40994644165039,4
MRNA,Moderna,102.760009765625,4
MHK,Mohawk Industries,45.27001190185547,0
TAP,Molson Coors Beverage Company,277.67301177978516,4
MDLZ,Mondelez International,-21.799983978271484,1
MPWR,Monolithic Power Systems,-20.689983367919922,3
MNST,Monster Beverage,4.510063171386719,0
MCO,Moody's Corporation,117.83024597167969,4
MS,Morgan Stanley,-4.9600067138671875,2
MSI,Motorola Solutions,32.630157470703125,2
NRG,NRG Energy,21.930042266845703,1
NVR,NVR,1.0600314140319824,1
NXPI,NXP,28.450149536132812,2
NDAQ,Nasdaq,226.5901641845703,4
NTAP,NetApp,26.06989288330078,2
NFLX,Netflix,15.720035552978516,3
NWL,Newell Brands,268.2100524902344,4
NEM,Newmont,-0.9300012588500977,3
NWSA,News Corp (Class A),2.4499473571777344,2
NWS,News Corp (Class B),-4.650010108947754,3
NEE,NextEra Energy,-3.429997444152832,3
NI,NiSource,4.084972381591797,0
NLSN,Nielsen Holdings,-5.260019302368164,3
NKE,Nike,-3.089923858642578,2
NSC,Norfolk Southern,-0.3500251770019531,0
NTRS,Northern Trust,-0.8800430297851562,3
NOC,Northrop Grumman,9.56011962890625,1
NLOK,NortonLifeLock,-24.369842529296875,0
NCLH,Norwegian Cruise Line Holdings,7.450013160705566,2
NUE,Nucor,-39.42997694015503,1
NVDA,Nvidia,-5.659997940063477,3
ORLY,O'Reilly Automotive,13.430030822753906,1
OXY,Occidental Petroleum,58.87267303466797,4
ODFL,Old Dominion Freight Line,606.771240234375,3
OMC,Omnicom Group,-58.239967346191406,4
OKE,Oneok,149.02053833007812,2
ORCL,Oracle,-20.219985961914062,1
OGN,Organon & Co.,111.0733413696289,2
OTIS,Otis Worldwide,-27.150043487548828,3
PNC,PNC Financial Services,-26.139958381652832,1
PPG,PPG Industries,44.6800537109375,2
PPL,PPL,5.404996871948242,2
PTC,PTC,22.781089782714844,3
PVH,PVH,-3.839977264404297,3
PCAR,Paccar,2.1700363159179688,3
PKG,Packaging Corporation of America,-72.18002319335938,1
PH,Parker-Hannifin,30.399974822998047,2
PYPL,PayPal,149.43922424316406,4
PAYX,Paychex,-48.476905822753906,4
PAYC,Paycom,-46.70003032684326,4
PENN,Penn National Gaming,3.1799488067626953,3
PNR,Pentair,-5.09000301361084,1
PBCT,People's United Financial,10.44012451171875,0
PEP,PepsiCo,20.469993591308594,4
PKI,PerkinElmer,-16.459827423095703,2
PFE,Pfizer,29.67990493774414,3
PM,Philip Morris International,-56.649940490722656,1
PSX,Phillips 66,-17.03995132446289,0
PNW,Pinnacle West Capital,22.970035552978516,1
PXD,Pioneer Natural Resources,36.049903869628906,1
POOL,Pool Corporation,133.89012145996094,2
PFG,Principal Financial Group,-2.9400634765625,3
PG,Procter & Gamble,-5.820014953613281,0
PGR,Progressive Corporation,3.380002975463867,1
PLD,Prologis,34.619964599609375,0
PRU,Prudential Financial,51.680023193359375,0
PEG,Public Service Enterprise Group,22.73992156982422,0
PSA,Public Storage,-4.539997100830078,1
PHM,PulteGroup,-19.769878387451172,4
QRVO,Qorvo,-1.1199989318847656,0
QCOM,Qualcomm,47.06013488769531,0
PWR,Quanta Services,-7.230035781860352,3
DGX,Quest Diagnostics,-46.63995552062988,1
RL,Ralph Lauren Corporation,-75.84700012207031,4
RJF,Raymond James Financial,20.809925079345703,1
RTX,Raytheon Technologies,-51.18998336791992,4
O,Realty Income Corporation,-17.379852294921875,2
REG,Regency Centers,-35.179908752441406,1
REGN,Regeneron Pharmaceuticals,25.153358459472656,3
RF,Regions Financial Corporation,-9.937973022460938,1
RSG,Republic Services,-32.760013580322266,3
RMD,ResMed,-15.450016021728516,3
RHI,Robert Half International,-147.02978515625,2
ROK,Rockwell Automation,1.6400022506713867,1
ROL,Rollins,12.199958801269531,0
ROP,Roper Technologies,85.90998840332031,2
ROST,Ross Stores,18.730087280273438,1
RCL,Royal Caribbean Group,53.48003387451172,3
SPGI,S&P Global,-1.6266403198242188,2
SBAC,SBA Communications,-17.279556274414062,2
SIVB,SVB Financial,-23.819950103759766,1
CRM,Salesforce,-59.499961853027344,1
SLB,Schlumberger,0.9999237060546875,2
STX,Seagate Technology,-1.1499862670898438,4
SEE,Sealed Air,8.73028564453125,0
SRE,Sempra Energy,-7.220024108886719,1
NOW,ServiceNow,26.009960174560547,3
SHW,Sherwin-Williams,-2.57000732421875,3
SPG,Simon Property Group,-33.250083923339844,0
SWKS,Skyworks Solutions,88.74966430664062,4
SNA,Snap-on,67.40667724609375,2
SO,Southern Company,-57.84010696411133,1
LUV,Southwest Airlines,-40.45014953613281,4
SWK,Stanley Black & Decker,-46.289764404296875,3
SBUX,Starbucks,5.989955902099609,0
STT,State Street Corporation,-40.76003646850586,1
STE,Steris,-35.509986877441406,3
SYK,Stryker Corporation,2.7499351501464844,2
SYF,Synchrony Financial,7.369926452636719,1
SNPS,Synopsys,24.510040283203125,2
SYY,Sysco,-41.00010681152344,3
TMUS,T-Mobile US,241.15042114257812,1
TROW,T. Rowe Price,-1.2000141143798828,1
TEL,TE Connectivity,66.30010223388672,4
TJX,TJX Companies,-20.520009994506836,1
TTWO,Take-Two Interactive,-5.7501068115234375,2
TPR,Tapestry,33.77001953125,3
TGT,Target Corporation,8.580169677734375,4
TDY,Teledyne Technologies,-11.910017013549805,1
TFX,Teleflex,52.170326232910156,2
TER,Teradyne,-8.100086212158203,1
TSLA,Tesla,8.91021728515625,3
TXN,Texas Instruments,-28.380401611328125,2
TXT,Textron,-36.15998458862305,4
COO,The Cooper Companies,301.16125869750977,4
HIG,The Hartford,36.32014465332031,4
HSY,The Hershey Company,1.9499588012695312,1
MOS,The Mosaic Company,-4.6298370361328125,2
TRV,The Travelers Companies,-17.91999053955078,3
DIS,The Walt Disney Company,46.79998779296875,2
TMO,Thermo Fisher Scientific,47.16850280761719,3
TSCO,Tractor Supply Company,-128.3401336669922,1
TT,Trane Technologies,20.76995849609375,3
TDG,TransDigm Group,-2.6699275970458984,4
TRMB,Trimble,2.790018081665039,1
TFC,Truist Financial,0.4999427795410156,4
TWTR,Twitter,114.36968994140625,4
TYL,Tyler Technologies,-25.410037994384766,3
TSN,Tyson Foods,3.409975051879883,3
USB,U.S. Bancorp,-77.40968322753906,1
UDR,UDR,-2.8000526428222656,1
ULTA,Ulta Beauty,-6.589973449707031,1
UAA,Under Armour (Class A),-5.994699001312256,1
UA,Under Armour (Class C),18.730209350585938,3
UNP,Union Pacific,-87.08005332946777,1
UAL,United Airlines,118.92015075683594,2
UPS,United Parcel Service,38.159950256347656,2
URI,United Rentals,68.8099594116211,1
UNH,UnitedHealth Group,-39.07012176513672,3
UHS,Universal Health Services,-45.02001190185547,1
VFC,VF Corporation,-23.95000648498535,3
VLO,Valero Energy,25.61004638671875,2
VTR,Ventas,56.25999450683594,2
VRSN,Verisign,0.23992538452148438,0
VRSK,Verisk Analytics,-83.5699462890625,2
VZ,Verizon Communications,-22.819969177246094,3
VRTX,Vertex Pharmaceuticals,-0.8499736785888672,3
VIAC,ViacomCBS,-8.299997329711914,3
VTRS,Viatris,-38.86006164550781,2
V,Visa,-29.650060653686523,1
VNO,Vornado Realty Trust,-16.05010986328125,1
VMC,Vulcan Materials,-9.350051879882812,3
WRB,W. R. Berkley Corporation,-20.499889373779297,1
GWW,W. W. Grainger,12.040008544921875,2
WEC,WEC Energy Group,-11.180038452148438,3
WAB,Wabtec,-49.210205078125,1
WBA,Walgreens Boots Alliance,31.10002899169922,0
WMT,Walmart,56.37998962402344,2
WM,Waste Management,9.029998779296875,0
WAT,Waters Corporation,-7.229976654052734,1
WFC,Wells Fargo,-27.229976654052734,3
WELL,Welltower,109.20013427734375,4
WST,West Pharmaceutical Services,-36.43998146057129,1
WRK,WestRock,-9.920005798339844,3
WDC,Western Digital,3.6699790954589844,1
WU,Western Union,-0.7299699783325195,3
WY,Weyerhaeuser,-56.42992401123047,3
WHR,Whirlpool Corporation,-2.4899959564208984,1
WMB,Williams Companies,74.43995666503906,2
WLTW,Willis Towers Watson,-72.40987014770508,1
WYNN,Wynn Resorts,6.170032501220703,0
XEL,Xcel Energy,19.51007080078125,4
XLNX,Xilinx,21.71001434326172,3
XYL,Xylem,-2.4200973510742188,3
YUM,Yum! Brands,56.75030517578125,4
ZBRA,Zebra Technologies,-52.220054626464844,3
ZBH,Zimmer Biomet,5.130022048950195,1
ZION,Zions Bancorp,35.630149841308594,2
ZTS,Zoetis,0.0,2
EBAY,eBay,0.0,2
